end_time_s,fk_plots_id,time_stamp,art_to_check,begin_time_s,low_freq_hz,high_freq_hz,species_code,common_name,confidence,art_deutsch,path,plot_info,total_time,id_seq
150,11_FF,2021-04-03T08:53:00Z,Karmingimpel,142,150,12000,comros,Common Rosefinch,0.989,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210403_085300.WAV,11_FF 2021-04-03 08:53:00,13,1
150,11_FF,2021-04-03T08:53:00Z,Karmingimpel,142,150,12000,coatit2,Coal Tit,0.0714,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210403_085300.WAV,11_FF 2021-04-03 08:53:00,13,1
141,08_PS,2021-04-16T04:04:00Z,Karmingimpel,133,150,12000,comros,Common Rosefinch,0.9579,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_8_PS\20210416_040400.WAV,08_PS 2021-04-16 04:04:00,13,2
141,08_PS,2021-04-16T04:04:00Z,Karmingimpel,133,150,12000,coatit2,Coal Tit,0.8849,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_8_PS\20210416_040400.WAV,08_PS 2021-04-16 04:04:00,13,2
141,08_PS,2021-04-16T04:04:00Z,Karmingimpel,133,150,12000,comchi1,Common Chiffchaff,0.0208,Zilpzalp,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_8_PS\20210416_040400.WAV,08_PS 2021-04-16 04:04:00,13,2
168,03_FF,2021-04-23T06:03:00Z,Karmingimpel,160,150,12000,comros,Common Rosefinch,0.8176,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_FF\20210423_060300.WAV,03_FF 2021-04-23 06:03:00,13,3
168,03_FF,2021-04-23T06:03:00Z,Karmingimpel,160,150,12000,comchi1,Common Chiffchaff,0.2004,Zilpzalp,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_FF\20210423_060300.WAV,03_FF 2021-04-23 06:03:00,13,3
168,03_FF,2021-04-23T06:03:00Z,Karmingimpel,160,150,12000,coatit2,Coal Tit,0.1437,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_FF\20210423_060300.WAV,03_FF 2021-04-23 06:03:00,13,3
168,03_FF,2021-04-23T06:03:00Z,Karmingimpel,160,150,12000,comred2,Common Redstart,0.0768,Gartenrotschwanz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_FF\20210423_060300.WAV,03_FF 2021-04-23 06:03:00,13,3
168,03_FF,2021-04-23T06:03:00Z,Karmingimpel,160,150,12000,gretit1,Great Tit,0.0419,Kohlmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_3_FF\20210423_060300.WAV,03_FF 2021-04-23 06:03:00,13,3
75,09_PS,2021-05-22T19:20:00Z,Karmingimpel,67,150,12000,comros,Common Rosefinch,0.8133,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210601_Audiomotten_Mai\Motte_9_PS\20210522_192000.WAV,09_PS 2021-05-22 19:20:00,13,4
192,01_SF,2021-06-08T05:46:00Z,Karmingimpel,184,150,12000,comros,Common Rosefinch,0.8533,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210608_054600.WAV,01_SF 2021-06-08 05:46:00,13,5
162,09_FF,2021-06-08T06:03:00Z,Karmingimpel,154,150,12000,comros,Common Rosefinch,0.9196,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210608_060300.WAV,09_FF 2021-06-08 06:03:00,13,6
162,09_FF,2021-06-08T06:03:00Z,Karmingimpel,154,150,12000,cretit2,Crested Tit,0.1312,Haubenmeise,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210608_060300.WAV,09_FF 2021-06-08 06:03:00,13,6
57,06_SF,2021-06-17T08:36:00Z,Karmingimpel,49,150,12000,comros,Common Rosefinch,0.8682,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210617_083600.WAV,06_SF 2021-06-17 08:36:00,13,7
57,06_SF,2021-06-17T08:36:00Z,Karmingimpel,49,150,12000,skylar,Eurasian Skylark,0.0363,Feldlerche,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210617_083600.WAV,06_SF 2021-06-17 08:36:00,13,7
57,06_SF,2021-06-17T08:36:00Z,Karmingimpel,49,150,12000,webwar1,Western Bonelli's Warbler,0.0289,Berglaubsänger,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_SF\20210617_083600.WAV,06_SF 2021-06-17 08:36:00,13,7
297,06_NW,2021-06-18T03:47:00Z,Karmingimpel,289,150,12000,comros,Common Rosefinch,0.8823,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_NW\20210618_034700.WAV,06_NW 2021-06-18 03:47:00,13,8
297,06_NW,2021-06-18T03:47:00Z,Karmingimpel,289,150,12000,whbwoo1,White-backed Woodpecker,0.021,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_6_NW\20210618_034700.WAV,06_NW 2021-06-18 03:47:00,13,8
249,09_NW,2021-06-26T03:47:00Z,Karmingimpel,241,150,12000,comros,Common Rosefinch,0.8552,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_NW\20210626_034700.WAV,09_NW 2021-06-26 03:47:00,13,9
249,09_NW,2021-06-26T03:47:00Z,Karmingimpel,241,150,12000,comred2,Common Redstart,0.1511,Gartenrotschwanz,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_NW\20210626_034700.WAV,09_NW 2021-06-26 03:47:00,13,9
249,09_NW,2021-06-26T03:47:00Z,Karmingimpel,241,150,12000,comcha,Common Chaffinch,0.0233,Buchfink,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_NW\20210626_034700.WAV,09_NW 2021-06-26 03:47:00,13,9
249,09_NW,2021-06-26T03:47:00Z,Karmingimpel,241,150,12000,comchi1,Common Chiffchaff,0.0224,Zilpzalp,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_NW\20210626_034700.WAV,09_NW 2021-06-26 03:47:00,13,9
399,14_ASF,2022-04-17T10:02:00Z,Karmingimpel,391,150,12000,comros,Common Rosefinch,0.8778,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\14ASF\20220417_100200.WAV,14_ASF 2022-04-17 10:02:00,13,10
399,14_ASF,2022-04-17T10:02:00Z,Karmingimpel,391,150,12000,coatit2,Coal Tit,0.3248,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\14ASF\20220417_100200.WAV,14_ASF 2022-04-17 10:02:00,13,10
288,19_ASF,2022-04-21T07:46:00Z,Karmingimpel,280,150,12000,comros,Common Rosefinch,0.9239,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\19ASF\20220421_074600.WAV,19_ASF 2022-04-21 07:46:00,13,11
288,19_ASF,2022-04-21T07:46:00Z,Karmingimpel,280,150,12000,comchi1,Common Chiffchaff,0.8505,Zilpzalp,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\19ASF\20220421_074600.WAV,19_ASF 2022-04-21 07:46:00,13,11
288,19_ASF,2022-04-21T07:46:00Z,Karmingimpel,280,150,12000,blackc1,Eurasian Blackcap,0.0366,Mönchsgrasmücke,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\19ASF\20220421_074600.WAV,19_ASF 2022-04-21 07:46:00,13,11
288,19_ASF,2022-04-21T07:46:00Z,Karmingimpel,280,150,12000,wlwwar,Willow Warbler,0.0336,Fitis,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\19ASF\20220421_074600.WAV,19_ASF 2022-04-21 07:46:00,13,11
288,19_ASF,2022-04-21T07:46:00Z,Karmingimpel,280,150,12000,eurnut2,Eurasian Nuthatch,0.0212,Kleiber,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\19ASF\20220421_074600.WAV,19_ASF 2022-04-21 07:46:00,13,11
159,10_ASF,2022-04-26T06:20:00Z,Karmingimpel,151,150,12000,comros,Common Rosefinch,0.8716,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\10ASF\20220426_062000.WAV,10_ASF 2022-04-26 06:20:00,13,12
159,10_ASF,2022-04-26T06:20:00Z,Karmingimpel,151,150,12000,coatit2,Coal Tit,0.327,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\10ASF\20220426_062000.WAV,10_ASF 2022-04-26 06:20:00,13,12
153,11_ASF,2022-04-26T18:29:00Z,Karmingimpel,145,150,12000,comros,Common Rosefinch,0.8103,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220426_182900.WAV,11_ASF 2022-04-26 18:29:00,13,13
153,11_ASF,2022-04-26T18:29:00Z,Karmingimpel,145,150,12000,comred2,Common Redstart,0.0527,Gartenrotschwanz,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\11ASF\20220426_182900.WAV,11_ASF 2022-04-26 18:29:00,13,13
288,07_ASF,2022-06-21T09:44:00Z,Karmingimpel,280,150,12000,comros,Common Rosefinch,0.8194,Karmingimpel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\07ASF\20220621_094400.WAV,07_ASF 2022-06-21 09:44:00,13,14
288,07_ASF,2022-06-21T09:44:00Z,Karmingimpel,280,150,12000,wlwwar,Willow Warbler,0.0455,Fitis,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\07ASF\20220621_094400.WAV,07_ASF 2022-06-21 09:44:00,13,14
288,07_ASF,2022-06-21T09:44:00Z,Karmingimpel,280,150,12000,whinch1,Whinchat,0.0357,Braunkehlchen,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\07ASF\20220621_094400.WAV,07_ASF 2022-06-21 09:44:00,13,14
6,11_FF,2021-04-02T06:54:00Z,Kleinspecht,0,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8048,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_065400.WAV,11_FF 2021-04-02 06:54:00,13,15
6,11_FF,2021-04-02T06:54:00Z,Kleinspecht,0,150,12000,whbwoo1,White-backed Woodpecker,0.0413,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_065400.WAV,11_FF 2021-04-02 06:54:00,13,15
6,11_FF,2021-04-02T06:54:00Z,Kleinspecht,0,150,12000,eurrob1,European Robin,0.0311,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_065400.WAV,11_FF 2021-04-02 06:54:00,13,15
6,11_FF,2021-04-02T06:54:00Z,Kleinspecht,0,150,12000,blawoo1,Black Woodpecker,0.0276,Schwarzspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_065400.WAV,11_FF 2021-04-02 06:54:00,13,15
6,11_FF,2021-04-02T06:54:00Z,Kleinspecht,0,150,12000,gyfwoo1,Gray-headed Woodpecker,0.0241,Grauspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_065400.WAV,11_FF 2021-04-02 06:54:00,13,15
6,11_FF,2021-04-02T06:54:00Z,Kleinspecht,0,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0206,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210402_065400.WAV,11_FF 2021-04-02 06:54:00,13,15
171,14_PS,2021-04-02T07:45:00Z,Kleinspecht,163,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8811,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,16
171,14_PS,2021-04-02T07:45:00Z,Kleinspecht,163,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0797,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,16
171,14_PS,2021-04-02T07:45:00Z,Kleinspecht,163,150,12000,grswoo,Great Spotted Woodpecker,0.0348,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,16
171,14_PS,2021-04-02T07:45:00Z,Kleinspecht,163,150,12000,colfly1,Collared Flycatcher,0.0215,Halsbandschnäpper,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,16
186,14_PS,2021-04-02T07:45:00Z,Kleinspecht,178,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8167,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,17
186,14_PS,2021-04-02T07:45:00Z,Kleinspecht,178,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.5982,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,17
186,14_PS,2021-04-02T07:45:00Z,Kleinspecht,178,150,12000,grswoo,Great Spotted Woodpecker,0.2376,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,17
186,14_PS,2021-04-02T07:45:00Z,Kleinspecht,178,150,12000,dunnoc1,Dunnock,0.1582,Heckenbraunelle,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,17
186,14_PS,2021-04-02T07:45:00Z,Kleinspecht,178,150,12000,misthr1,Mistle Thrush,0.1298,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,17
186,14_PS,2021-04-02T07:45:00Z,Kleinspecht,178,150,12000,eurbul,Eurasian Bullfinch,0.0257,Gimpel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,17
186,14_PS,2021-04-02T07:45:00Z,Kleinspecht,178,150,12000,coatit2,Coal Tit,0.0204,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210402_074500.WAV,14_PS 2021-04-02 07:45:00,13,17
117,04_PS,2021-04-03T05:12:00Z,Kleinspecht,109,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8894,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210403_051200.WAV,04_PS 2021-04-03 05:12:00,13,18
117,04_PS,2021-04-03T05:12:00Z,Kleinspecht,109,150,12000,grswoo,Great Spotted Woodpecker,0.1253,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210403_051200.WAV,04_PS 2021-04-03 05:12:00,13,18
117,04_PS,2021-04-03T05:12:00Z,Kleinspecht,109,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0967,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210403_051200.WAV,04_PS 2021-04-03 05:12:00,13,18
117,04_PS,2021-04-03T05:12:00Z,Kleinspecht,109,150,12000,comcha,Common Chaffinch,0.05,Buchfink,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210403_051200.WAV,04_PS 2021-04-03 05:12:00,13,18
117,04_PS,2021-04-03T05:12:00Z,Kleinspecht,109,150,12000,trepip,Tree Pipit,0.0324,Baumpieper,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210403_051200.WAV,04_PS 2021-04-03 05:12:00,13,18
393,04_FF,2021-04-04T06:20:00Z,Kleinspecht,385,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8003,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210404_062000.WAV,04_FF 2021-04-04 06:20:00,13,19
393,04_FF,2021-04-04T06:20:00Z,Kleinspecht,385,150,12000,grswoo,Great Spotted Woodpecker,0.4659,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210404_062000.WAV,04_FF 2021-04-04 06:20:00,13,19
393,04_FF,2021-04-04T06:20:00Z,Kleinspecht,385,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0769,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210404_062000.WAV,04_FF 2021-04-04 06:20:00,13,19
393,04_FF,2021-04-04T06:20:00Z,Kleinspecht,385,150,12000,miswoo1,Middle Spotted Woodpecker,0.0297,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210404_062000.WAV,04_FF 2021-04-04 06:20:00,13,19
393,04_FF,2021-04-04T06:20:00Z,Kleinspecht,385,150,12000,eugwoo2,Eurasian Green Woodpecker,0.0243,Grünspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210404_062000.WAV,04_FF 2021-04-04 06:20:00,13,19
165,04_FF,2021-04-09T05:29:00Z,Kleinspecht,157,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8095,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210409_052900.WAV,04_FF 2021-04-09 05:29:00,13,20
165,04_FF,2021-04-09T05:29:00Z,Kleinspecht,157,150,12000,grswoo,Great Spotted Woodpecker,0.0848,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210409_052900.WAV,04_FF 2021-04-09 05:29:00,13,20
165,04_FF,2021-04-09T05:29:00Z,Kleinspecht,157,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0701,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210409_052900.WAV,04_FF 2021-04-09 05:29:00,13,20
165,04_FF,2021-04-09T05:29:00Z,Kleinspecht,157,150,12000,eurbul,Eurasian Bullfinch,0.0235,Gimpel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_FF\20210409_052900.WAV,04_FF 2021-04-09 05:29:00,13,20
318,14_PS,2021-04-10T09:44:00Z,Kleinspecht,310,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8611,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210410_094400.WAV,14_PS 2021-04-10 09:44:00,13,21
318,14_PS,2021-04-10T09:44:00Z,Kleinspecht,310,150,12000,misthr1,Mistle Thrush,0.4463,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210410_094400.WAV,14_PS 2021-04-10 09:44:00,13,21
318,14_PS,2021-04-10T09:44:00Z,Kleinspecht,310,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.1658,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210410_094400.WAV,14_PS 2021-04-10 09:44:00,13,21
318,14_PS,2021-04-10T09:44:00Z,Kleinspecht,310,150,12000,grswoo,Great Spotted Woodpecker,0.1529,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210410_094400.WAV,14_PS 2021-04-10 09:44:00,13,21
318,14_PS,2021-04-10T09:44:00Z,Kleinspecht,310,150,12000,comcha,Common Chaffinch,0.137,Buchfink,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_14_PS\20210410_094400.WAV,14_PS 2021-04-10 09:44:00,13,21
21,04_SF,2021-04-11T04:38:00Z,Kleinspecht,13,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8493,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_SF\20210411_043800.WAV,04_SF 2021-04-11 04:38:00,13,22
21,04_SF,2021-04-11T04:38:00Z,Kleinspecht,13,150,12000,grswoo,Great Spotted Woodpecker,0.3825,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_SF\20210411_043800.WAV,04_SF 2021-04-11 04:38:00,13,22
21,04_SF,2021-04-11T04:38:00Z,Kleinspecht,13,150,12000,martit2,Marsh Tit,0.0296,Sumpfmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_SF\20210411_043800.WAV,04_SF 2021-04-11 04:38:00,13,22
21,04_SF,2021-04-11T04:38:00Z,Kleinspecht,13,150,12000,miswoo1,Middle Spotted Woodpecker,0.0292,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_SF\20210411_043800.WAV,04_SF 2021-04-11 04:38:00,13,22
264,04_PS,2021-04-11T05:12:00Z,Kleinspecht,256,150,12000,leswoo1,Lesser Spotted Woodpecker,0.9633,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210411_051200.WAV,04_PS 2021-04-11 05:12:00,13,23
264,04_PS,2021-04-11T05:12:00Z,Kleinspecht,256,150,12000,grswoo,Great Spotted Woodpecker,0.0525,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210411_051200.WAV,04_PS 2021-04-11 05:12:00,13,23
384,02_PS,2021-04-13T04:38:00Z,Kleinspecht,376,150,12000,leswoo1,Lesser Spotted Woodpecker,0.9422,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210413_043800.WAV,02_PS 2021-04-13 04:38:00,13,24
384,02_PS,2021-04-13T04:38:00Z,Kleinspecht,376,150,12000,grswoo,Great Spotted Woodpecker,0.2025,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210413_043800.WAV,02_PS 2021-04-13 04:38:00,13,24
384,02_PS,2021-04-13T04:38:00Z,Kleinspecht,376,150,12000,miswoo1,Middle Spotted Woodpecker,0.056,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210413_043800.WAV,02_PS 2021-04-13 04:38:00,13,24
384,02_PS,2021-04-13T04:38:00Z,Kleinspecht,376,150,12000,whbwoo1,White-backed Woodpecker,0.0359,Weißrückenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210413_043800.WAV,02_PS 2021-04-13 04:38:00,13,24
384,02_PS,2021-04-13T04:38:00Z,Kleinspecht,376,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0326,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210413_043800.WAV,02_PS 2021-04-13 04:38:00,13,24
180,04_PS,2021-04-15T04:55:00Z,Kleinspecht,172,150,12000,leswoo1,Lesser Spotted Woodpecker,0.9588,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210415_045500.WAV,04_PS 2021-04-15 04:55:00,13,25
180,04_PS,2021-04-15T04:55:00Z,Kleinspecht,172,150,12000,grswoo,Great Spotted Woodpecker,0.0369,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210415_045500.WAV,04_PS 2021-04-15 04:55:00,13,25
180,04_PS,2021-04-15T04:55:00Z,Kleinspecht,172,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0221,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_4_PS\20210415_045500.WAV,04_PS 2021-04-15 04:55:00,13,25
156,12_PS,2021-04-17T04:21:00Z,Kleinspecht,148,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8193,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_12_PS\20210417_042100.WAV,12_PS 2021-04-17 04:21:00,13,26
156,12_PS,2021-04-17T04:21:00Z,Kleinspecht,148,150,12000,grswoo,Great Spotted Woodpecker,0.1297,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_12_PS\20210417_042100.WAV,12_PS 2021-04-17 04:21:00,13,26
318,02_PS,2021-04-18T04:55:00Z,Kleinspecht,310,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8548,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210418_045500.WAV,02_PS 2021-04-18 04:55:00,13,27
318,02_PS,2021-04-18T04:55:00Z,Kleinspecht,310,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.1739,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210418_045500.WAV,02_PS 2021-04-18 04:55:00,13,27
318,02_PS,2021-04-18T04:55:00Z,Kleinspecht,310,150,12000,grswoo,Great Spotted Woodpecker,0.0583,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210418_045500.WAV,02_PS 2021-04-18 04:55:00,13,27
318,02_PS,2021-04-18T04:55:00Z,Kleinspecht,310,150,12000,coatit2,Coal Tit,0.0416,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210418_045500.WAV,02_PS 2021-04-18 04:55:00,13,27
318,02_PS,2021-04-18T04:55:00Z,Kleinspecht,310,150,12000,comcha,Common Chaffinch,0.0334,Buchfink,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210418_045500.WAV,02_PS 2021-04-18 04:55:00,13,27
318,02_PS,2021-04-18T04:55:00Z,Kleinspecht,310,150,12000,eurtre1,Eurasian Treecreeper,0.0241,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_PS\20210418_045500.WAV,02_PS 2021-04-18 04:55:00,13,27
30,12_SF,2021-04-27T04:21:00Z,Kleinspecht,22,150,12000,leswoo1,Lesser Spotted Woodpecker,0.8025,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_12_SF\20210427_042100.WAV,12_SF 2021-04-27 04:21:00,13,28
30,12_SF,2021-04-27T04:21:00Z,Kleinspecht,22,150,12000,grswoo,Great Spotted Woodpecker,0.1849,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_12_SF\20210427_042100.WAV,12_SF 2021-04-27 04:21:00,13,28
30,12_SF,2021-04-27T04:21:00Z,Kleinspecht,22,150,12000,eurtre1,Eurasian Treecreeper,0.0233,Waldbaumläufer,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_12_SF\20210427_042100.WAV,12_SF 2021-04-27 04:21:00,13,28
