end_time_s,fk_plots_id,time_stamp,art_to_check,begin_time_s,low_freq_hz,high_freq_hz,species_code,common_name,confidence,art_deutsch,path,plot_info,total_time,id_seq
45,01_SF,2021-05-30T19:20:00Z,Wacholderdrossel,37,150,12000,eurbla,Eurasian Blackbird,0.3003,Amsel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210530_192000.WAV,01_SF 2021-05-30 19:20:00,13,326
45,01_SF,2021-05-30T19:20:00Z,Wacholderdrossel,37,150,12000,fieldf,Fieldfare,0.1841,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210530_192000.WAV,01_SF 2021-05-30 19:20:00,13,326
45,01_SF,2021-05-30T19:20:00Z,Wacholderdrossel,37,150,12000,rinouz1,Ring Ouzel,0.1045,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210530_192000.WAV,01_SF 2021-05-30 19:20:00,13,326
45,01_SF,2021-05-30T19:20:00Z,Wacholderdrossel,37,150,12000,sonthr1,Song Thrush,0.0763,Singdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210530_192000.WAV,01_SF 2021-05-30 19:20:00,13,326
45,01_SF,2021-05-30T19:20:00Z,Wacholderdrossel,37,150,12000,misthr1,Mistle Thrush,0.0348,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210530_192000.WAV,01_SF 2021-05-30 19:20:00,13,326
45,01_SF,2021-05-30T19:20:00Z,Wacholderdrossel,37,150,12000,eurwoo,Eurasian Woodcock,0.0342,Waldschnepfe,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210530_192000.WAV,01_SF 2021-05-30 19:20:00,13,326
45,01_SF,2021-05-30T19:20:00Z,Wacholderdrossel,37,150,12000,combuz1,Common Buzzard,0.0225,Mäusebussard,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210530_192000.WAV,01_SF 2021-05-30 19:20:00,13,326
45,01_SF,2021-05-30T19:20:00Z,Wacholderdrossel,37,150,12000,eurmag1,Eurasian Magpie,0.0208,Elster,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_1_SF\20210530_192000.WAV,01_SF 2021-05-30 19:20:00,13,326
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,fieldf,Fieldfare,0.2137,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,winwre4,Eurasian Wren,0.1403,Zaunkönig,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,redwin,Redwing,0.095,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,sonthr1,Song Thrush,0.0549,Singdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,miswoo1,Middle Spotted Woodpecker,0.0389,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,misthr1,Mistle Thrush,0.0328,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,comred2,Common Redstart,0.0279,Gartenrotschwanz,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,eurbla,Eurasian Blackbird,0.0252,Amsel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,leswoo1,Lesser Spotted Woodpecker,0.024,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,grswoo,Great Spotted Woodpecker,0.0224,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,eugwoo2,Eurasian Green Woodpecker,0.0219,Grünspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
168,08_SF,2021-06-01T09:27:00Z,Wacholderdrossel,160,150,12000,rinouz1,Ring Ouzel,0.021,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_8_SF\20210601_092700.WAV,08_SF 2021-06-01 09:27:00,13,327
9,03_PS,2021-06-14T08:53:00Z,Wacholderdrossel,1,150,12000,misthr1,Mistle Thrush,0.3733,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_PS\20210614_085300.WAV,03_PS 2021-06-14 08:53:00,13,328
9,03_PS,2021-06-14T08:53:00Z,Wacholderdrossel,1,150,12000,fieldf,Fieldfare,0.2581,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_PS\20210614_085300.WAV,03_PS 2021-06-14 08:53:00,13,328
9,03_PS,2021-06-14T08:53:00Z,Wacholderdrossel,1,150,12000,eurrob1,European Robin,0.1266,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_PS\20210614_085300.WAV,03_PS 2021-06-14 08:53:00,13,328
9,03_PS,2021-06-14T08:53:00Z,Wacholderdrossel,1,150,12000,grswoo,Great Spotted Woodpecker,0.0457,Buntspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_PS\20210614_085300.WAV,03_PS 2021-06-14 08:53:00,13,328
9,03_PS,2021-06-14T08:53:00Z,Wacholderdrossel,1,150,12000,miswoo1,Middle Spotted Woodpecker,0.0228,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_PS\20210614_085300.WAV,03_PS 2021-06-14 08:53:00,13,328
9,03_PS,2021-06-14T08:53:00Z,Wacholderdrossel,1,150,12000,rinouz1,Ring Ouzel,0.0206,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_3_PS\20210614_085300.WAV,03_PS 2021-06-14 08:53:00,13,328
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,eurbla,Eurasian Blackbird,0.2468,Amsel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,fieldf,Fieldfare,0.2334,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,leswoo1,Lesser Spotted Woodpecker,0.0553,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,miswoo1,Middle Spotted Woodpecker,0.0523,Mittelspecht,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,rinouz1,Ring Ouzel,0.0515,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,eurwry,Eurasian Wryneck,0.0497,Wendehals,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,stodov1,Stock Dove,0.0294,Hohltaube,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,comchi1,Common Chiffchaff,0.0219,Zilpzalp,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,grrwar1,Great Reed Warbler,0.0215,Drosselrohrsänger,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
72,09_FF,2021-06-14T17:38:00Z,Wacholderdrossel,64,150,12000,sonthr1,Song Thrush,0.0201,Singdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_9_FF\20210614_173800.WAV,09_FF 2021-06-14 17:38:00,13,329
120,14_FF,2021-06-16T03:47:00Z,Wacholderdrossel,112,150,12000,rinouz1,Ring Ouzel,0.9279,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_14_FF\20210616_034700.WAV,14_FF 2021-06-16 03:47:00,13,330
120,14_FF,2021-06-16T03:47:00Z,Wacholderdrossel,112,150,12000,fieldf,Fieldfare,0.2779,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_14_FF\20210616_034700.WAV,14_FF 2021-06-16 03:47:00,13,330
120,14_FF,2021-06-16T03:47:00Z,Wacholderdrossel,112,150,12000,brambl,Brambling,0.0209,Bergfink,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_14_FF\20210616_034700.WAV,14_FF 2021-06-16 03:47:00,13,330
183,15_FF,2021-06-25T07:11:00Z,Wacholderdrossel,175,150,12000,rinouz1,Ring Ouzel,0.5071,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_15_FF\20210625_071100.WAV,15_FF 2021-06-25 07:11:00,13,331
183,15_FF,2021-06-25T07:11:00Z,Wacholderdrossel,175,150,12000,fieldf,Fieldfare,0.4412,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_15_FF\20210625_071100.WAV,15_FF 2021-06-25 07:11:00,13,331
183,15_FF,2021-06-25T07:11:00Z,Wacholderdrossel,175,150,12000,sonthr1,Song Thrush,0.0611,Singdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_15_FF\20210625_071100.WAV,15_FF 2021-06-25 07:11:00,13,331
204,13_FF,2021-06-26T08:19:00Z,Wacholderdrossel,196,150,12000,fieldf,Fieldfare,0.408,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_13_FF\20210626_081900.WAV,13_FF 2021-06-26 08:19:00,13,332
204,13_FF,2021-06-26T08:19:00Z,Wacholderdrossel,196,150,12000,winwre4,Eurasian Wren,0.3808,Zaunkönig,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_13_FF\20210626_081900.WAV,13_FF 2021-06-26 08:19:00,13,332
204,13_FF,2021-06-26T08:19:00Z,Wacholderdrossel,196,150,12000,rinouz1,Ring Ouzel,0.1477,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_13_FF\20210626_081900.WAV,13_FF 2021-06-26 08:19:00,13,332
204,13_FF,2021-06-26T08:19:00Z,Wacholderdrossel,196,150,12000,comcuc,Common Cuckoo,0.0667,Kuckuck,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_13_FF\20210626_081900.WAV,13_FF 2021-06-26 08:19:00,13,332
204,13_FF,2021-06-26T08:19:00Z,Wacholderdrossel,196,150,12000,trepip,Tree Pipit,0.0247,Baumpieper,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_13_FF\20210626_081900.WAV,13_FF 2021-06-26 08:19:00,13,332
204,13_FF,2021-06-26T08:19:00Z,Wacholderdrossel,196,150,12000,stodov1,Stock Dove,0.0241,Hohltaube,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_13_FF\20210626_081900.WAV,13_FF 2021-06-26 08:19:00,13,332
204,13_FF,2021-06-26T08:19:00Z,Wacholderdrossel,196,150,12000,comswi,Common Swift,0.0238,Mauersegler,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_13_FF\20210626_081900.WAV,13_FF 2021-06-26 08:19:00,13,332
204,13_FF,2021-06-26T08:19:00Z,Wacholderdrossel,196,150,12000,eurwar1,Eurasian Reed Warbler,0.0209,Teichrohrsänger,P:\Archive\WNS\Motten\2021_2022\210701_Audiomotten_Juni\Motte_13_FF\20210626_081900.WAV,13_FF 2021-06-26 08:19:00,13,332
210,16_ASF,2022-04-06T19:38:00Z,Wacholderdrossel,202,150,12000,eurbla,Eurasian Blackbird,0.3233,Amsel,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\16ASF\20220406_193800.WAV,16_ASF 2022-04-06 19:38:00,13,333
210,16_ASF,2022-04-06T19:38:00Z,Wacholderdrossel,202,150,12000,rinouz1,Ring Ouzel,0.287,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\16ASF\20220406_193800.WAV,16_ASF 2022-04-06 19:38:00,13,333
210,16_ASF,2022-04-06T19:38:00Z,Wacholderdrossel,202,150,12000,fieldf,Fieldfare,0.2089,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220425_Audiomotten_April\16ASF\20220406_193800.WAV,16_ASF 2022-04-06 19:38:00,13,333
255,06_ASF,2022-04-26T09:44:00Z,Wacholderdrossel,247,150,12000,fieldf,Fieldfare,0.2632,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\06ASF\20220426_094400.WAV,06_ASF 2022-04-26 09:44:00,13,334
255,06_ASF,2022-04-26T09:44:00Z,Wacholderdrossel,247,150,12000,redwin,Redwing,0.225,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\06ASF\20220426_094400.WAV,06_ASF 2022-04-26 09:44:00,13,334
255,06_ASF,2022-04-26T09:44:00Z,Wacholderdrossel,247,150,12000,rinouz1,Ring Ouzel,0.1453,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\06ASF\20220426_094400.WAV,06_ASF 2022-04-26 09:44:00,13,334
255,06_ASF,2022-04-26T09:44:00Z,Wacholderdrossel,247,150,12000,eurmag1,Eurasian Magpie,0.0433,Elster,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\06ASF\20220426_094400.WAV,06_ASF 2022-04-26 09:44:00,13,334
255,06_ASF,2022-04-26T09:44:00Z,Wacholderdrossel,247,150,12000,leswoo1,Lesser Spotted Woodpecker,0.041,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\06ASF\20220426_094400.WAV,06_ASF 2022-04-26 09:44:00,13,334
255,06_ASF,2022-04-26T09:44:00Z,Wacholderdrossel,247,150,12000,ettwoo1,Eurasian Three-toed Woodpecker,0.0217,Dreizehenspecht,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\06ASF\20220426_094400.WAV,06_ASF 2022-04-26 09:44:00,13,334
231,07_ASF,2022-05-14T19:37:00Z,Wacholderdrossel,223,150,12000,fieldf,Fieldfare,0.2733,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\07ASF\20220514_193700.WAV,07_ASF 2022-05-14 19:37:00,13,335
231,07_ASF,2022-05-14T19:37:00Z,Wacholderdrossel,223,150,12000,banswa,Bank Swallow,0.0964,Uferschwalbe,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\07ASF\20220514_193700.WAV,07_ASF 2022-05-14 19:37:00,13,335
231,07_ASF,2022-05-14T19:37:00Z,Wacholderdrossel,223,150,12000,cohmar1,Common House-Martin,0.0652,Mehlschwalbe,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\07ASF\20220514_193700.WAV,07_ASF 2022-05-14 19:37:00,13,335
231,07_ASF,2022-05-14T19:37:00Z,Wacholderdrossel,223,150,12000,lottit1,Long-tailed Tit,0.0434,Schwanzmeise,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\07ASF\20220514_193700.WAV,07_ASF 2022-05-14 19:37:00,13,335
231,07_ASF,2022-05-14T19:37:00Z,Wacholderdrossel,223,150,12000,redwin,Redwing,0.0327,Rotdrossel,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\07ASF\20220514_193700.WAV,07_ASF 2022-05-14 19:37:00,13,335
231,07_ASF,2022-05-14T19:37:00Z,Wacholderdrossel,223,150,12000,rinouz1,Ring Ouzel,0.022,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\220504_Audiomotten_Mai\07ASF\20220514_193700.WAV,07_ASF 2022-05-14 19:37:00,13,335
198,02_ASF,2022-05-28T16:47:00Z,Wacholderdrossel,190,150,12000,fieldf,Fieldfare,0.3768,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\02ASF\20220528_164700.WAV,02_ASF 2022-05-28 16:47:00,13,336
198,02_ASF,2022-05-28T16:47:00Z,Wacholderdrossel,190,150,12000,sonthr1,Song Thrush,0.1442,Singdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\02ASF\20220528_164700.WAV,02_ASF 2022-05-28 16:47:00,13,336
198,02_ASF,2022-05-28T16:47:00Z,Wacholderdrossel,190,150,12000,eurbla,Eurasian Blackbird,0.1425,Amsel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\02ASF\20220528_164700.WAV,02_ASF 2022-05-28 16:47:00,13,336
198,02_ASF,2022-05-28T16:47:00Z,Wacholderdrossel,190,150,12000,misthr1,Mistle Thrush,0.1362,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\02ASF\20220528_164700.WAV,02_ASF 2022-05-28 16:47:00,13,336
198,02_ASF,2022-05-28T16:47:00Z,Wacholderdrossel,190,150,12000,coatit2,Coal Tit,0.0952,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\02ASF\20220528_164700.WAV,02_ASF 2022-05-28 16:47:00,13,336
198,02_ASF,2022-05-28T16:47:00Z,Wacholderdrossel,190,150,12000,eugwoo2,Eurasian Green Woodpecker,0.0492,Grünspecht,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\02ASF\20220528_164700.WAV,02_ASF 2022-05-28 16:47:00,13,336
198,02_ASF,2022-05-28T16:47:00Z,Wacholderdrossel,190,150,12000,hawfin,Hawfinch,0.0288,Kernbeißer,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\02ASF\20220528_164700.WAV,02_ASF 2022-05-28 16:47:00,13,336
198,02_ASF,2022-05-28T16:47:00Z,Wacholderdrossel,190,150,12000,rinouz1,Ring Ouzel,0.0203,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\02ASF\20220528_164700.WAV,02_ASF 2022-05-28 16:47:00,13,336
84,05_ASF,2022-06-03T04:55:00Z,Wacholderdrossel,76,150,12000,fieldf,Fieldfare,0.3572,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\05ASF\20220603_045500.WAV,05_ASF 2022-06-03 04:55:00,13,337
84,05_ASF,2022-06-03T04:55:00Z,Wacholderdrossel,76,150,12000,cirbun1,Cirl Bunting,0.0329,Zaunammer,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\05ASF\20220603_045500.WAV,05_ASF 2022-06-03 04:55:00,13,337
84,05_ASF,2022-06-03T04:55:00Z,Wacholderdrossel,76,150,12000,eurrob1,European Robin,0.0266,Rotkehlchen,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\05ASF\20220603_045500.WAV,05_ASF 2022-06-03 04:55:00,13,337
315,17_ASF,2022-06-15T04:38:00Z,Wacholderdrossel,307,150,12000,misthr1,Mistle Thrush,0.4934,Misteldrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\17ASF\20220615_043800.WAV,17_ASF 2022-06-15 04:38:00,13,338
315,17_ASF,2022-06-15T04:38:00Z,Wacholderdrossel,307,150,12000,fieldf,Fieldfare,0.4852,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\17ASF\20220615_043800.WAV,17_ASF 2022-06-15 04:38:00,13,338
315,17_ASF,2022-06-15T04:38:00Z,Wacholderdrossel,307,150,12000,comcha,Common Chaffinch,0.0329,Buchfink,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\17ASF\20220615_043800.WAV,17_ASF 2022-06-15 04:38:00,13,338
315,17_ASF,2022-06-15T04:38:00Z,Wacholderdrossel,307,150,12000,leswoo1,Lesser Spotted Woodpecker,0.0266,Kleinspecht,P:\Archive\WNS\Motten\2021_2022\220630_Audiomotten_Juni\17ASF\20220615_043800.WAV,17_ASF 2022-06-15 04:38:00,13,338
270,15_ASF,2022-06-22T07:28:00Z,Wacholderdrossel,262,150,12000,fieldf,Fieldfare,0.2187,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\15ASF\20220622_072800.WAV,15_ASF 2022-06-22 07:28:00,13,339
270,15_ASF,2022-06-22T07:28:00Z,Wacholderdrossel,262,150,12000,ictwar1,Icterine Warbler,0.0487,Gelbspötter,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\15ASF\20220622_072800.WAV,15_ASF 2022-06-22 07:28:00,13,339
270,15_ASF,2022-06-22T07:28:00Z,Wacholderdrossel,262,150,12000,colfly1,Collared Flycatcher,0.0362,Halsbandschnäpper,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\15ASF\20220622_072800.WAV,15_ASF 2022-06-22 07:28:00,13,339
327,03_ASF,2022-07-06T06:54:00Z,Wacholderdrossel,319,150,12000,fieldf,Fieldfare,0.4968,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\03ASF\20220706_065400.WAV,03_ASF 2022-07-06 06:54:00,13,340
327,03_ASF,2022-07-06T06:54:00Z,Wacholderdrossel,319,150,12000,rinouz1,Ring Ouzel,0.3125,Ringdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\03ASF\20220706_065400.WAV,03_ASF 2022-07-06 06:54:00,13,340
327,03_ASF,2022-07-06T06:54:00Z,Wacholderdrossel,319,150,12000,eurbla,Eurasian Blackbird,0.1019,Amsel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\03ASF\20220706_065400.WAV,03_ASF 2022-07-06 06:54:00,13,340
327,03_ASF,2022-07-06T06:54:00Z,Wacholderdrossel,319,150,12000,coatit2,Coal Tit,0.0939,Tannenmeise,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\03ASF\20220706_065400.WAV,03_ASF 2022-07-06 06:54:00,13,340
327,03_ASF,2022-07-06T06:54:00Z,Wacholderdrossel,319,150,12000,eurjay1,Eurasian Jay,0.0204,Eichelhäher,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\03ASF\20220706_065400.WAV,03_ASF 2022-07-06 06:54:00,13,340
270,12_ASF,2022-07-13T18:46:00Z,Wacholderdrossel,262,150,12000,fieldf,Fieldfare,0.5039,Wacholderdrossel,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\12ASF\20220713_184600.WAV,12_ASF 2022-07-13 18:46:00,13,341
270,12_ASF,2022-07-13T18:46:00Z,Wacholderdrossel,262,150,12000,wescap1,Western Capercaillie,0.0218,Auerhuhn,P:\Archive\WNS\Motten\2021_2022\220725_Audiomotten_Juli\12ASF\20220713_184600.WAV,12_ASF 2022-07-13 18:46:00,13,341
3,02_FF,2021-04-03T03:47:00Z,Waldkauz,0,150,12000,tawowl1,Tawny Owl,0.2482,Waldkauz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_2_FF\20210403_034700.WAV,02_FF 2021-04-03 03:47:00,13,342
399,01_PS,2021-04-03T19:20:00Z,Waldkauz,391,150,12000,tawowl1,Tawny Owl,0.4408,Waldkauz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_1_PS\20210403_192000.WAV,01_PS 2021-04-03 19:20:00,13,343
399,11_FF,2021-04-10T20:28:00Z,Waldkauz,391,150,12000,tawowl1,Tawny Owl,0.4704,Waldkauz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_FF\20210410_202800.WAV,11_FF 2021-04-10 20:28:00,13,344
105,15_PS,2021-04-14T20:28:00Z,Waldkauz,97,150,12000,tawowl1,Tawny Owl,0.4161,Waldkauz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_15_PS\20210414_202800.WAV,15_PS 2021-04-14 20:28:00,13,345
126,12_FF,2021-04-15T03:30:00Z,Waldkauz,118,150,12000,tawowl1,Tawny Owl,0.2284,Waldkauz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_12_FF\20210415_033000.WAV,12_FF 2021-04-15 03:30:00,13,346
327,11_PS,2021-04-15T19:20:00Z,Waldkauz,319,150,12000,tawowl1,Tawny Owl,0.421,Waldkauz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_11_PS\20210415_192000.WAV,11_PS 2021-04-15 19:20:00,13,347
195,05_SF,2021-04-17T17:21:00Z,Waldkauz,187,150,12000,litowl1,Little Owl,0.4058,Steinkauz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_5_SF\20210417_172100.WAV,05_SF 2021-04-17 17:21:00,13,348
195,05_SF,2021-04-17T17:21:00Z,Waldkauz,187,150,12000,tawowl1,Tawny Owl,0.3568,Waldkauz,P:\Archive\WNS\Motten\2021_2022\210501_Audiomotten_April\Motte_5_SF\20210417_172100.WAV,05_SF 2021-04-17 17:21:00,13,348
